D01855; Mozavaptane hydrochloride (JAN); AVPR2 [HSA:554] [KO:K04228]; Enzyme: CYP3A4 [HSA:1576], CYP2C8 [HSA:1558]; 
D01856; Shinbit (TN); KCND3 [HSA:3752] [KO:K04893]  |  KCNH2 [HSA:3757] [KO:K04905]  |  KCNJ12 [HSA:3768] [KO:K05005];; 
D01857; Olanexidine hydrochloride hydrate (JAN);;;
D01858; FR 120480; CCKAR [HSA:886] [KO:K04194]  |  CCKBR [HSA:887] [KO:K04195];;
D01859; SDZ 215-811;;; 
D01860; Perazine dimalonate (JAN); DRD2 [HSA:1813] [KO:K04145];; 
D01861; IT 066; HRH2 [HSA:3274] [KO:K04150];; 
D01862; Livalo (TN); HMGCR [HSA:3156] [KO:K00021]; Enzyme: CYP2C9 [HSA:1559] |  Transporter: SLCO1B1 [HSA:10599], SLCO1B3 [HSA:28234]; 
D01863; Neucef (TN); penicillin binding protein;; 
D01864; Carbazochrome (JAN/INN);;;
D01865; Pelubiprofen (JAN/INN);;; 
D01866; Lorcam (TN); PTGS2 (COX2) [HSA:5743] [KO:K11987]  |  PTGS1 (COX1) [HSA:5742] [KO:K00509]; Enzyme: CYP2C9 [HSA:1559]; 
D01867; Aluminum monostearate (JP17/NF);;;
D01868; Kanendomycin (TN); 30S ribosomal subunit;; 
D01869; Ronok (TN); PTGER1 [HSA:5731] [KO:K04258];;
D01870; Paroxypropione (INN);;;
D01871; Trest (TN); CHRM [HSA:1128 1129 1131 1132 1133] [KO:K04129 K04130 K04131 K04132 K04133];; 
D01872; Dopram (TN);; Enzyme: CYP3A4 [HSA:1576], CYP3A5 [HSA:1577]; 
D01873; Terodiline hydrochloride (JAN/USAN);;;
D01874; Vedaprofen (JAN/USAN/INN);;; 
D01875; Thiaton (TN); CHRM3 [HSA:1131] [KO:K04131];; 
D01876; Pipradrol hydrochloride (JAN);;; 
D01877; Baycaron (TN); SLC12A3 (TSC) [HSA:6559] [KO:K14426];; 
D01878; Tolycaine hydrochloride (JAN);;; 
D01879; Sedapain (TN); OPRK1 [HSA:4986] [KO:K04214]  |  OPRM1 [HSA:4988] [KO:K04215];; 
D01880; Sodium metrizoate (JAN/INN);;; 
D01881; Fortimicin (TN); 30S ribosomal subunit;; 
D01882; Megrin (TN);;;
D01883; Aniracetam (JAN/USAN/INN);;; 
D01884; Bilopaque (TN);;; 
D01885; Therarubicin (TN); TOP2 [HSA:7153 7155] [KO:K03164];; 
D01886; Pandel (TN); NR3C1 (GR) [HSA:2908] [KO:K05771]; Enzyme: CYP3A4 [HSA:1576], CYP3A5 [HSA:1577], CYP3A7 [HSA:1551]; 
D01887; Detantol (TN); ADRA1 [HSA:148 147 146] [KO:K04135 K04136 K04137];; 
D01888; Safrazine hydrochloride (JAN); MAO [HSA:4128 4129] [KO:K00274];; 
D01889; Imiprothrin (JAN);;;
D01890; Romet (TN); mediator release inhibitor;;
D01891; Camleed (TN); PTGER2 [HSA:5732] [KO:K04259];; 
D01892; Vascepa (TN);;; 
D01893; Ultravist (TN);;; 
D01894; Rescimetol (JAN/INN);;;
D01895; Normonal (TN); SLC12A1 (NKCC2) [HSA:6557] [KO:K14425]  |  SLC12A2 (NKCC1) [HSA:6558] [KO:K10951];; 
D01896; Pletal (TN); PDE3 [HSA:5139 5140] [KO:K19021 K13296]  |  adenosine uptake; Enzyme: CYP3A4 [HSA:1576], CYP2D6 [HSA:1565], CYP2C19 [HSA:1557];
D01897; Ricamycin (TN); 50S ribosomal subunit;; 
D01898; Halomonth (TN); DRD2 [HSA:1813] [KO:K04145]; Enzyme: CYP2D6 [HSA:1565], CYP3A4 [HSA:1576], CYP3A5 [HSA:1577], CYP3A7 [HSA:1551], CYP1A2 [HSA:1544]; 
D01899; Carbenoxolone sodium (JAN/USAN); HSD11B1 [HSA:3290] [KO:K15680];;
D01900; Cetapril (TN); ACE (CD143) [HSA:1636] [KO:K01283];; 
D01901; Xenopure (TN);;; 
D01902; Banistyl (TN); HTR2 [HSA:3356 3357 3358] [KO:K04157]  |  HRH1 [HSA:3269] [KO:K04149];; 
D01903; Tanadopa (TN); DRD1 [HSA:1812] [KO:K04144];; 
D01904; Suncefal (TN); penicillin binding protein;; 
D01905; Mercuric chloride (JAN);;; 
D01906; Dilevalol hydrochloride (JAN/USAN);;;
D01907; Fludara (TN);;; 
D01908; Nivadil (TN); CACNA1-L [HSA:775 776 778 779] [KO:K04850 K04851 K04853 K04857]; Enzyme: CYP3A4 [HSA:1576]; 
D01909; Meicelin (TN); penicillin binding protein;; 
D01910; Iodoform (TN);;; 
D01911; Aclacinon (TN); TOP1 [HSA:7150] [KO:K03163]  |  TOP2 [HSA:7153 7155] [KO:K03164];; 
D01912; Polidronium chloride (JAN/INN);;;
D01913; Hibon (TN);;; 
D01914; Myocalm (TN); SV2A [HSA:9900] [KO:K06258];; 
D01915; Crestor (TN); HMGCR [HSA:3156] [KO:K00021]; Enzyme: CYP2C9 [HSA:1559], CYP2C19 [HSA:1557] |  Transporter: ABCG2 [HSA:9429], SLCO1B1 [HSA:10599], SLCO1B3 [HSA:28234], SLC22A8 [HSA:9376];
D01916; Cholografin meglumine (TN);;;
D01918; Elaspol (TN); ELANE [HSA:1991] [KO:K01327];;
D01919; Soblidotin (JAN/INN); TUBB [HSA:10381 10382 10383 203068 347688 347733 7280 81027 84617] [KO:K07375];;
D01920; TU 199; ATP4A [HSA:495] [KO:K01542]  |  ATP4B [HSA:496] [KO:K01543];; 
D01921; Bothermon (TN);;; 
D01922; KD 3-671; AGTR1 [HSA:185] [KO:K04166];; 
D01923; Aviax (TN);;;
D01924; Stearyl alcohol (JP17/NF);;;
D01925; Ceredist (TN); TRHR [HSA:7201] [KO:K04282];;
D01926; Urespan (TN); CHRM [HSA:1128 1129 1131 1132 1133] [KO:K04129 K04130 K04131 K04132 K04133];;
D01927; Calcium diiodostearate (JAN);;;
D01928; Calcium linoleate (JAN);;;
D01929; Spiriva (TN); CHRM3 [HSA:1131] [KO:K04131];;
D01930; Freedox (TN);;;
D01931; Titanium oxide (JP17);;;
D01932; Transfluthrin (JAN);;;
D01933; Calbren (TN); calcium channel;; 
D01934; Cholebine (TN); Bile acid;; 
D01935; Navelbine (TN); TUBB [HSA:10381 10382 10383 203068 347688 347733 7280 81027 84617] [KO:K07375]; Enzyme: CYP3A4 [HSA:1576]; 
D01936; Neoscan (TN);;;
D01937; Relenza (TN); influenzavirus A, B neuraminidase;;
D01938; Sebulon shampoo (TN);;;
D01939; Geodon (TN); HTR2 [HSA:3356 3357 3358] [KO:K04157]  |  DRD2 [HSA:1813] [KO:K04145]; Enzyme: CYP3A4 [HSA:1576], CYP3A5 [HSA:1577], CYP3A7 [HSA:1551]; 
D01940; MD 50 (TN);;; 
D01941; Lutrol F (TN);;;
D01942; Chloretone (TN);;; 
D01943; Soldactone (TN); NR3C2 (MR) [HSA:4306] [KO:K08555];; 
D01944; Cinepazide maleate (JAN);;;
D01945; Lead acetate (TN);;;
D01946; Tersigan (TN); CHRM [HSA:1128 1129 1131 1132 1133] [KO:K04129 K04130 K04131 K04132 K04133];; 
D01947; Glyceryl monostearate (JP17/NF);;;
D01948; Voalla ointment (TN); NR3C1 (GR) [HSA:2908] [KO:K05771]; Enzyme: CYP3A4 [HSA:1576], CYP3A5 [HSA:1577], CYP3A7 [HSA:1551];
D01949; CEG; penicillin binding protein;; 
D01950; Paratensiol;;; 
D01951; Todralazine hydrochloride;;;
D01952; L-Methylephedrine hydrochloride (JAN); ADRA1 [HSA:148 147 146] [KO:K04135 K04136 K04137]  |  ADRA2 [HSA:150 151 152] [KO:K04138 K04139 K04140]  |  ADRB1 [HSA:153] [KO:K04141]  |  ADRB2 [HSA:154] [KO:K04142]  |  ADRB3 [HSA:155] [KO:K04143];; 
D01953; Ovahormon (TN); NR3A1 (ESR1) [HSA:2099] [KO:K08550]  |  NR3A2 (ESR2) [HSA:2100] [KO:K08551];; 
D01954; Sulfabid (TN); dihydropteroate synthase [KO:K00796];;
D01955; Abovis (TN); CHRM [HSA:1128 1129 1131 1132 1133] [KO:K04129 K04130 K04131 K04132 K04133];; 
D01956; Solon (TN);;; 
D01957; Megibal (TN);;;
D01958; Indenolol hydrochloride (JP17); ADRB1 [HSA:153] [KO:K04141]  |  ADRB2 [HSA:154] [KO:K04142];; 
D01959; Tannic acid (TN);;; 
D01960; Cresol (JP17/NF);;;
D01961; Cefmatilen hydrochloride hydrate (JAN); penicillin binding protein;; 
D01962; Simetride (JAN);;;
D01963; Dytransin (TN);;; 
D01964; Travatan (TN); PTGFR [HSA:5737] [KO:K04262];; 
D01965; Urief (TN); ADRA1 [HSA:148 147 146] [KO:K04135 K04136 K04137]; Enzyme: CYP3A4 [HSA:1576], UGT [KO:K00699]; 
D01966; Zetia (TN); NPC1L1 [HSA:29881] [KO:K14461]; Enzyme: UGT [KO:K00699] |  Transporter: SLCO1B1 [HSA:10599], MRP2 [HSA:1244]; 
D01967; T cain (TN);;;
D01968; Zometa (TN); FDPS [HSA:2224] [KO:K00787];; 
D01969; Gallopamil hydrochloride (JAN); CACNA1-L [HSA:775 776 778 779] [KO:K04850 K04851 K04853 K04857];; 
D01970; BMS 186716;;;
D01971; Reglitazar (JAN/INN);;; 
D01972; Digilanogen C (TN); ATP1 [HSA:476 477 478 480 481 482 483 23439] [KO:K01539 K01540];; 
D01973; Relpax (TN); HTR1B [HSA:3351] [KO:K04153]  |  HTR1D [HSA:3352] [KO:K04153]; Enzyme: CYP3A [HSA:1576 1577 1551]; 
D01974; Tilmacoxib (JAN/USAN/INN); PTGS2 (COX2) [HSA:5743] [KO:K11987];; 
D01975; Fentiazac (JAN/USAN/INN);;; 
D01976; Daipin (TN); CHRM [HSA:1128 1129 1131 1132 1133] [KO:K04129 K04130 K04131 K04132 K04133];; 
D01977; Iressa (TN); EGFR [HSA:1956] [KO:K04361]; Enzyme: CYP3A4 [HSA:1576], CYP2D6 [HSA:1565];
D01978; Inolin (TN); ADRB2 [HSA:154] [KO:K04142];; 
D01979; Renovue-65 (TN);;; 
D01980; Luzu (TN);;; 
D01981; Exanta (TN); F2 [HSA:2147] [KO:K01313];; 
D01982; Viread (TN); RNA-directed DNA polymerase;; 
D01983; Renagel (TN);;; 
D01984; Nexium (TN); ATP4A [HSA:495] [KO:K01542]  |  ATP4B [HSA:496] [KO:K01543]; Enzyme: CYP2C19 [HSA:1557], CYP3A4 [HSA:1576];
D01985; Laserphyrin (TN);;; 
D01986; Estriol (TN); NR3A1 (ESR1) [HSA:2099] [KO:K08550]  |  NR3A2 (ESR2) [HSA:2100] [KO:K08551];; 
D01987; Panpurol (TN); CHRM [HSA:1128 1129 1131 1132 1133] [KO:K04129 K04130 K04131 K04132 K04133];;
D01988; Metofluthrin (JAN);;;
D01989; Holin (TN); NR3A1 (ESR1) [HSA:2099] [KO:K08550]  |  NR3A2 (ESR2) [HSA:2100] [KO:K08551];; 
D01990; Cleocin pediatric (TN); 50S ribosomal subunit;; 
D01991; Gastrom (TN);;; 
D01992; Sediel (TN); HTR1A [HSA:3350] [KO:K04153]; Enzyme: CYP3A4 [HSA:1576], CYP2D6 [HSA:1565]; 
D01993; Varithena (TN);;; 
D01994; Gasmotin (TN); HTR4 [HSA:3360] [KO:K04160]; Enzyme: CYP3A4 [HSA:1576]; 
D01995; Isoprinosine (TN);;;
D01996; Tosuxacin (TN); DNA gyrase [KO:K02469 K02470]  |  topoisomerase IV [KO:K02621 K02622];; 
D01997; Buterazine (TN);;;
D01998; Farnerate (TN); NR3C1 (GR) [HSA:2908] [KO:K05771];; 
D01999; Conray (TN);;; 
D02000; Leucomycin tartrate (TN); 50S ribosomal subunit;; 
D02001; Sulfamonomethoxine sodium monohydrate;;; 
D02002; Neoiscotin (TN); enoyl-[acyl-carrier-protein] reductase (NADH) [KO:K11611]  |  MAO [HSA:4128 4129] [KO:K00274];;
D02003; NBT;;;
D02004; Uprima (TN); DRD1 [HSA:1812] [KO:K04144]  |  DRD2 [HSA:1813] [KO:K04145];; 
D02005; Takesulin (TN); penicillin binding protein;; 
D02006; Metastron (TN);;; 
D02007; Hirtonin (TN); TRHR [HSA:7201] [KO:K04282];;
D02008; Zalutia (TN); PDE5 [HSA:8654] [KO:K13762]; Enzyme: CYP3A4 [HSA:1576]; 
D02009; Erythrocin (TN); 50S ribosomal subunit; Enzyme: CYP3A4 [HSA:1576], CYP3A7 [HSA:1551] |  Transporter: OAT2 [HSA:10864];
D02010; Ferric gluconate trihydrate;;;
D02011; FAD (TN);;;
D02012; Alminium glycinate;;; 
D02013; Clemizole undecylate (JAN);;;
D02014; Delivert (TN); AGTR1 [HSA:185] [KO:K04166]  |  AGTR2 [HSA:186] [KO:K04167];;
D02015; Urovist (TN);;; 
D02016; Nasea (TN); HTR3 [HSA:3359 9177 170572 200909 285242] [KO:K04819]; Enzyme: CYP1A1 [HSA:1543], CYP1A2 [HSA:1544], CYP2D6 [HSA:1565]; 
D02017; Theocolin (TN); ADORA1 [HSA:134] [KO:K04265]  |  ADORA2A [HSA:135] [KO:K04266]  |  PDE [HSA:10846 27115 50940 5136 5137 5138 5139 5140 5141 5142 5143 5144 5150 5151 5153 8622] [KO:K18438 K18436 K13298 K13755 K18283 K19021 K13296 K13293 K18437]; Enzyme: CYP1A2 [HSA:1544]; 
D02018; Hexestrol diacetate (JAN);;;
D02019; Magnesol (TN);;; 
D02020; Mitobronitol (JAN/INN); DNA;; 
D02021; Secrepan (TN); SCTR [HSA:6344] [KO:K04588];;
D02022; Novamin (TN); DRD2 [HSA:1813] [KO:K04145];; 
D02023; Tipepidine citrate (JAN);;;
D02024; Floures (TN);;;
D02025; DMSA kidney reagent (TN);;;
D02026; Magnesium aspartate;;; 
D02027; Rizaben (TN); chemical mediator release inhibitor; Enzyme: CYP2C9 [HSA:1559], CYP2C18 [HSA:1562], CYP2C8 [HSA:1558], CYP1A2 [HSA:1544], CYP3A4 [HSA:1576], CYP2D6 [HSA:1565]; 
D02028; Diammonium glycyrrhizinate (JAN);;; 
D02029; AN-MDP (TN);;;
D02030; L-cartin (TN);;;
D02031; Hydrocotarnine hydrochloride hydrate (JP17);;;
D02032; Antebate (TN); NR3C1 (GR) [HSA:2908] [KO:K05771];; 
D02033; Isalon (TN);;; 
D02034; Tecipul (TN); ADRA2 [HSA:150 151 152] [KO:K04138 K04139 K04140]  |  ADRA1 [HSA:148 147 146] [KO:K04135 K04136 K04137]  |  HTR2 [HSA:3356 3357 3358] [KO:K04157];; 
D02035; Tolopelon (TN); DRD2 [HSA:1813] [KO:K04145];; 
D02036; Meglumine sodium iodamide (JAN);;; 
D02037; PZC (TN); DRD2 [HSA:1813] [KO:K04145]; Enzyme: CYP2D6 [HSA:1565];
D02038; Racol (TN);;;
D02039; Portolac (TN);;; 
D02040; GHRP (TN); GHSR [HSA:2693] [KO:K04284];;
D02041; Navoban (TN); HTR3 [HSA:3359 9177 170572 200909 285242] [KO:K04819];; 
D02042; Coretec (TN); PDE3 [HSA:5139 5140] [KO:K19021 K13296];; 
D02043; Adosterol (TN);;; 
D02045; Coniel (TN); CACNA1-L [HSA:775 776 778 779] [KO:K04850 K04851 K04853 K04857]; Enzyme: CYP3A4 [HSA:1576]; 
D02046; Neocarzinostatin (JAN);;;
D02047; MDS-Kowa A (TN); LPL [HSA:4023] [KO:K01059];; 
D02048; Arteron (TN); PTGIR [HSA:5739] [KO:K04263];; 
D02049; Methacolimycin (TN); Lipopolysaccharide;; 
D02050; Potassium phosphate, monobasic (JAN/NF);;;
D02051; Sensodyne (TN);;;
D02052; Baricon (TN);;; 
D02053; Potassium permanganate (TN);;;
D02054; Sodium metabisulfite (NF);;;
D02055; Sodium bromide (TN);;; 
D02056; Adsorbanac (TN);;;
D02057; Hydrochloric acid (JP17/NF);;;
D02058; Zinc chloride (TN);;;
D02059; Sodium bisulfite (TN);;;
D02060; Klotrix (TN);;; 
D02061; Navidrex (TN);;; 
D02062; Chromomycin A3 (JAN);;;
D02063; Pepleo (TN); DNA synthesis inhibitor;; 
D02064; Konlax (TN); CHRM [HSA:1128 1129 1131 1132 1133] [KO:K04129 K04130 K04131 K04132 K04133];; 
D02065; Unasyn-S (TN);;; 
D02066; Medihaler-Iso (TN); ADRB1 [HSA:153] [KO:K04141]  |  ADRB2 [HSA:154] [KO:K04142]  |  ADRB3 [HSA:155] [KO:K04143];; 
D02067; Diphenylimidazole (JAN);;;
D02068; Cognex (TN); ACHE [HSA:43] [KO:K01049]; Enzyme: CYP1A2 [HSA:1544]; 
D02069; Isopto Atropine (TN); CHRM [HSA:1128 1129 1131 1132 1133] [KO:K04129 K04130 K04131 K04132 K04133];; 
D02070; Equipin (TN); CHRM [HSA:1128 1129 1131 1132 1133] [KO:K04129 K04130 K04131 K04132 K04133];; 
D02071; Isopto hyoscine (TN); CHRM [HSA:1128 1129 1131 1132 1133] [KO:K04129 K04130 K04131 K04132 K04133];; 
D02072; L-Histidine monohydrochloride (JAN);;; 
D02073; Preglandin (TN); PTGER1 [HSA:5731] [KO:K04258];; 
D02074; Benzedrine (TN); SLC6A2 (NAT1) [HSA:6530] [KO:K05035]  |  SLC6A3 (DAT1) [HSA:6531] [KO:K05036]  |  SLC6A4 (HTT) [HSA:6532] [KO:K05037]; Enzyme: CYP2D6 [HSA:1565]; 
D02075; Azunol ST (TN);;;
D02076; Alphagan (TN); ADRA2 [HSA:150 151 152] [KO:K04138 K04139 K04140];; 
D02077; K-vescent (TN);;; 
D02078; Dextrostat (TN); SLC6A2 (NAT1) [HSA:6530] [KO:K05035]  |  SLC6A3 (DAT1) [HSA:6531] [KO:K05036]  |  SLC6A4 (HTT) [HSA:6532] [KO:K05037]; Enzyme: CYP2D6 [HSA:1565]; 
D02079; Empirin compound (TN);;;
D02080; Statobex (TN);;; 
D02081; Optipranolol (TN); ADRB1 [HSA:153] [KO:K04141]  |  ADRB2 [HSA:154] [KO:K04142]  |  ADRB3 [HSA:155] [KO:K04143];; 
D02082; Teveten (TN); AGTR1 [HSA:185] [KO:K04166];; 
D02084; Inocor (TN); PDE3 [HSA:5139 5140] [KO:K19021 K13296];; 
D02085; Primacor (TN); PDE3 [HSA:5139 5140] [KO:K19021 K13296];; 
D02086; Xylocaine (TN); SCN1A [HSA:6323] [KO:K04833]  |  SCN2A [HSA:6326] [KO:K04834]  |  SCN3A [HSA:6328] [KO:K04836]  |  SCN4A [HSA:6329] [KO:K04837]  |  SCN5A [HSA:6331] [KO:K04838]  |  SCN8A [HSA:6334] [KO:K04840]  |  SCN9A [HSA:6335] [KO:K04841]  |  SCN10A [HSA:6336] [KO:K04842]; Enzyme: CYP1A2 [HSA:1544], CYP3A4 [HSA:1576], CYP2D6 [HSA:1565] |  Transporter: SLC22A3 [HSA:6581]; 
D02087; Ethmozine (TN); SCN1A [HSA:6323] [KO:K04833]  |  SCN2A [HSA:6326] [KO:K04834]  |  SCN3A [HSA:6328] [KO:K04836]  |  SCN4A [HSA:6329] [KO:K04837]  |  SCN5A [HSA:6331] [KO:K04838]  |  SCN8A [HSA:6334] [KO:K04840]  |  SCN9A [HSA:6335] [KO:K04841]  |  SCN10A [HSA:6336] [KO:K04842] ;;
D02088; Tonocard (TN); SCN1A [HSA:6323] [KO:K04833]   |  SCN2A [HSA:6326] [KO:K04834]   |  SCN3A [HSA:6328] [KO:K04836]   |  SCN4A [HSA:6329] [KO:K04837]   |  SCN5A [HSA:6331] [KO:K04838]   |  SCN8A [HSA:6334] [KO:K04840]   |  SCN9A [HSA:6335] [KO:K04841]  |  SCN10A [HSA:6336] [KO:K04842] ;; 
D02089; Vibazine (TN); HRH1 [HSA:3269] [KO:K04149];; 
D02090; Marezine (TN); HRH1 [HSA:3269] [KO:K04149];; 
D02091; PBZ-SR (TN); HRH1 [HSA:3269] [KO:K04149];;
D02092; Propulsid (TN); HTR4 [HSA:3360] [KO:K04160]; Enzyme: CYP3A4 [HSA:1576], CYP3A5 [HSA:1577], CYP3A7 [HSA:1551]; 
D02093; BETA-2 (TN); ADRB2 [HSA:154] [KO:K04142];; 
D02094; Thiamine HCL (TN);;; 
D02095; ReVia (TN); OPRM1 [HSA:4988] [KO:K04215]  |  OPRD1 [HSA:4985] [KO:K04213]  |  OPRK1 [HSA:4986] [KO:K04214];; 
D02096; Cerebyx (TN); SCN1A [HSA:6323] [KO:K04833]  |  SCN2A [HSA:6326] [KO:K04834]  |  SCN3A [HSA:6328] [KO:K04836]  |  SCN4A [HSA:6329] [KO:K04837]  |  SCN5A [HSA:6331] [KO:K04838]  |  SCN8A [HSA:6334] [KO:K04840]  |  SCN9A [HSA:6335] [KO:K04841]  |  SCN10A [HSA:6336] [KO:K04842]; Enzyme: CYP2C9 [HSA:1559], CYP2C19 [HSA:1557];
D02097; Gabitril (TN); SLC6A1 (GAT1) [HSA:6529] [KO:K05034];; 
D02098; Ophthetic (TN); SCN10A [HSA:6336] [KO:K04842]  |  SCN1A [HSA:6323] [KO:K04833]  |  SCN2A [HSA:6326] [KO:K04834]  |  SCN3A [HSA:6328] [KO:K04836]  |  SCN4A [HSA:6329] [KO:K04837]  |  SCN5A [HSA:6331] [KO:K04838]  |  SCN8A [HSA:6334] [KO:K04840]  |  SCN9A [HSA:6335] [KO:K04841];;
D02099; Blockaine hydrochloride (TN);;;
D02100; Geodon (TN); HTR2 [HSA:3356 3357 3358] [KO:K04157]  |  DRD2 [HSA:1813] [KO:K04145]; Enzyme: CYP3A4 [HSA:1576], CYP3A5 [HSA:1577], CYP3A7 [HSA:1551]; 
D02101; Codeine (TN); OPRM1 [HSA:4988] [KO:K04215]; Enzyme: CYP2D6 [HSA:1565], CYP3A4 [HSA:1576], UGT2B7 [HSA:7364];
D02102; Dolophine hydrochloride (TN); OPRM1 [HSA:4988] [KO:K04215]  |  GRIN (NMDAR) [HSA:2902 2903 2904 2905 2906] [KO:K05208 K05209 K05210 K05211 K05212]; Enzyme: CYP3A4 [HSA:1576], CYP2B6 [HSA:1555], CYP2C8 [HSA:1558], CYP2C19 [HSA:1557], CYP2D6 [HSA:1565] |  Transporter: ABCB1 [HSA:5243];
D02103; Dilantin (TN); SCN1A [HSA:6323] [KO:K04833]  |  SCN2A [HSA:6326] [KO:K04834]  |  SCN3A [HSA:6328] [KO:K04836]  |  SCN4A [HSA:6329] [KO:K04837]  |  SCN5A [HSA:6331] [KO:K04838]  |  SCN8A [HSA:6334] [KO:K04840]  |  SCN9A [HSA:6335] [KO:K04841]  |  SCN10A [HSA:6336] [KO:K04842]; Enzyme: CYP2C9 [HSA:1559], CYP2C19 [HSA:1557], CYP3A [HSA:1576 1577 1551], CYP2B6 [HSA:1555];
D02104; Revex (TN); OPRM1 [HSA:4988] [KO:K04215]  |  OPRK1 [HSA:4986] [KO:K04214];; 
D02105; Cortrosyn (TN); MC1R [HSA:4157] [KO:K04199]  |  MC2R [HSA:4158] [KO:K04200]  |  MC3R [HSA:4159] [KO:K04201]  |  MC4R [HSA:4160] [KO:K04202]  |  MC5R [HSA:4161] [KO:K04203];; 
D02106; Trisenox (TN);;;
D02107; Indiclor (TN);;;
D02108; OctreoScan (TN); SSTR1 [HSA:6751] [KO:K04217]  |  SSTR2 [HSA:6752] [KO:K04218]  |  SSTR3 [HSA:6753] [KO:K04219]  |  SSTR4 [HSA:6754] [KO:K04220]  |  SSTR5 [HSA:6755] [KO:K04221];; 
D02109; Methy-F (TN); ADRA1 [HSA:148 147 146] [KO:K04135 K04136 K04137]  |  ADRA2 [HSA:150 151 152] [KO:K04138 K04139 K04140]  |  ADRB1 [HSA:153] [KO:K04141]  |  ADRB2 [HSA:154] [KO:K04142]  |  ADRB3 [HSA:155] [KO:K04143];; 
D02110; Indocin I.V. (TN); PTGS1 (COX1) [HSA:5742] [KO:K00509]  |  PTGS2 (COX2) [HSA:5743] [KO:K11987]; Enzyme: CYP2C19 [HSA:1557];
D02111; Talwin (TN); OPRK1 [HSA:4986] [KO:K04214]  |  OPRM1 [HSA:4988] [KO:K04215];; 
D02112; Liquemin sodium (TN); SERPINC1 (AT3) [HSA:462] [KO:K03911];; 
D02113; Colestid (TN); Bile acid;;
D02114; Plaquenil (TN);;;
D02115; Trexall (TN); DHFR [HSA:1719 200895] [KO:K00287]; Transporter: SLC22A6 [HSA:9356], SLC22A8 [HSA:9376], SLCO1A2 [HSA:6579], ABCG2 [HSA:9429], ABCC2 [HSA:1244], ABCC3 [HSA:8714], ABCC4 [HSA:10257]; 
D02116; Vantas (TN); GNRHR [HSA:2798] [KO:K04280];; 
D02117; Geref (TN); GHRHR [HSA:2692] [KO:K04584];;
D02118; Glucagon (TN); GCGR [HSA:2642] [KO:K04583];; 
D02119; Viccillin (TN); penicillin binding protein;; 
D02120; K-lyte (TN);;;
D02121; Seftem (TN); penicillin binding protein;; 
D02122; Bristacycline (TN); 30S ribosomal subunit;; 
D02123; Trovan (TN); DNA gyrase [KO:K02469 K02470]  |  topoisomerase IV [KO:K02621 K02622];; 
D02124; Denavir (TN); DNA polymerase;;
D02125; Aralen (TN);;;
D02126; Primaquine (TN);;;
D02127; Bryrel (TN);;;
D02128; Motofen (TN);;;
D02129; Vibra-tabs (TN); 30S ribosomal subunit;; 
D02130; Navoban (TN); HTR3 [HSA:3359 9177 170572 200909 285242] [KO:K04819];; 
D02131; Uftoral (TN);;; 
D02132; Dalacin (TN); 50S ribosomal subunit;; 
D02133; Naphcon-A (TN);;;
D02134; Zmax (TN); 50S ribosomal subunit; Transporter: ABCB1 [HSA:5243];
D02135; Madopar (TN);;; 
D02136; Ampicillin - dicloxacillin sodium mixt;;; 
D02137; Dycill (TN); penicillin binding protein;; 
D02138; Colymycin S (TN); Lipopolysaccharide;; 
D02139; Coly-Mycin S (TN);;;
D02140; Thonzide (TN);;;
D02141; Infed (TN);;; 
D02142; Tagocid (TN);;; 
D02143; TRM;;;
D02144; Terramycin ophthalmic (TN);;;
D02145; Camin AP (TN);;;
D02146; Tylenol w/codeine (TN);;; 
D02147; Proventil (TN); ADRB2 [HSA:154] [KO:K04142];; 
D02148; Nolahist (TN); HRH1 [HSA:3269] [KO:K04149];; 
D02149; Medihaler-epi (TN); ADRA1 [HSA:148 147 146] [KO:K04135 K04136 K04137]  |  ADRA2 [HSA:150 151 152] [KO:K04138 K04139 K04140]  |  ADRB1 [HSA:153] [KO:K04141]  |  ADRB2 [HSA:154] [KO:K04142]  |  ADRB3 [HSA:155] [KO:K04143]; Enzyme: COMT [HSA:1312], MAO [HSA:4128 4129]; 
D02150; Proternol-L (TN); ADRB1 [HSA:153] [KO:K04141]  |  ADRB2 [HSA:154] [KO:K04142]  |  ADRB3 [HSA:155] [KO:K04143];; 
D02151; Hokunalin (TN); ADRB2 [HSA:154] [KO:K04142];; 
D02152; Vicoprofen (TN);;;
D02153; Tylox (TN);;; 
D02154; Percodan (TN);;; 
D02155; Darvon compound-65 (TN);;; 
D02156; Prednisolone succinate (JP17); NR3C1 (GR) [HSA:2908] [KO:K05771];; 
D02157; Wycillin (TN); penicillin binding protein; Transporter: SLC22A8 [HSA:9376]; 
D02158; E 5880;;;
D02159; Cruex (TN);;;
D02160; Pyritinol (INN);;; 
D02161; Oxilan-300 (TN);;; 
D02162; Chlorprothixene hydrochloride (JAN);;; 
D02163; Flumezin (TN); DRD2 [HSA:1813] [KO:K04145]; Enzyme: CYP2D6 [HSA:1565]; 
D02164; Cetrimide (JAN);;;
D02165; Taxotere (TN); TUBB [HSA:10381 10382 10383 203068 347688 347733 7280 81027 84617] [KO:K07375]; Enzyme: CYP3A4 [HSA:1576]; 
D02166; Novantron (TN); TOP2 [HSA:7153 7155] [KO:K03164]; Transporter: ABCG2 [HSA:9429], ABCC2 [HSA:1244]; 
D02167; Segontin (TN);;;
