Genes	Log2FC	padj	volcano
CGRRF1	-0.354956620310787	0.000329807350583626	-1.23586654579626
CHAC1	0.22320974634089	0.539899149336366	0.0597504270103096
CHAC2	-0.549313362026422	0.00164006108284471	-1.52991460430368
CHADL	-0.684112770795412	0.0164549927112992	-1.22025352665348
CHAF1A	-0.570291700084973	7.92201182751265e-05	-2.33886008275054
CHAF1B	-0.211898779464359	0.299690014954103	-0.110892506526217
CHCHD10	-0.477558860683339	0.0301489068164944	-0.726237336691645
CHCHD1	-0.656071929636564	1.26768205146133e-07	-4.52492131400633
CHCHD2	-0.393447147092878	0.000739499308129106	-1.23190750097297
CHCHD3	-0.0644611383946194	0.482144773729949	-0.0204227413697798
CHCHD4	-0.599744619015203	2.05084042491051e-08	-4.61087749194986
CHCHD5	-0.396938353933344	0.00619518240219303	-0.876418412051441
CHCHD6	-0.246162547521696	0.0264127756514748	-0.388490275759042
CHCHD7	-0.467291867131035	0.00807515157945943	-0.977971464841563
COA4	-0.685876806665455	6.18661963638001e-08	-4.94417491194101
CHD1	-0.301915384370099	0.00355662728362333	-0.739379196138486
CHD1L	-0.512381668461318	0.000477216994564934	-1.70176508793112
CHD2	-0.0215993371772987	0.920274046359223	-0.000779365120931314
CHD4	0.0756011435157173	0.518013712231688	0.0215961277005298
CHD6	-0.0986909817898418	0.285058562582775	-0.0537930897127958
CHD7	-0.0425939863991911	0.97280349802336	-0.000510057723580557
CHD8	-0.00689673486034378	0.607627269486415	-0.00149219647782102
CHD9	0.429248299970135	0.00450743896753699	1.00704662138655
CHDH	-0.657263600697449	0.0105302852542906	-1.29977811685798
CHEK1	-0.631053454917449	0.00251691244506499	-1.64019116012925
CHEK2	-0.519492511349096	0.00274960169082943	-1.3302801696583
CHERP	-0.377367121585487	3.29519180741073e-05	-1.69140445914725
CHFR	0.0181025960506923	0.783397521267535	0.00191919753300661
CHIC1	0.663070978678871	0.0552837226332416	0.833747252551676
CHIC2	0.450790614362881	8.96451600419745e-06	2.27535352366819
CHID1	-0.324949777521044	0.0401142057366922	-0.453857939962584
CHKA	-0.872792261782293	5.22003087641502e-07	-5.48316632887053
CHKB	0.235331024516176	0.107890923897545	0.227568651360956
CHKB-CPT1B	-0.325221156786965	0.109647552324925	-0.312212654822093
CHM	0.00118865807019275	0.842896739302035	8.82288896018284e-05
CHML	-0.171445319412633	0.207588546814945	-0.117062283116027
CHMP1A	-0.105673083902712	0.427083011807038	-0.0390449050692108
CHMP1B	-0.0414117164550578	0.633223251841043	-0.00821787130717392
CHMP2A	-0.514896242128933	0.000457094240561416	-1.71975048848732
CHMP2B	-0.0643188046144472	0.625658571086847	-0.0130993350748005
CHMP4A	-0.25021079044266	0.109647552324925	-0.240202623719246
CHMP4A	0.0615311561219718	0.651991962017704	0.0114298896309831
CHMP4C	-0.0847741505942946	0.828908322789445	-0.00690854221918021
CHMP5	-0.0926335922372048	0.356254766175138	-0.041522018088848
CHMP6	-0.600106038045506	2.46947257880698e-06	-3.36503207243699
CHMP7	-0.0653485797685651	0.736611592394268	-0.00867577225361173
CHODL	-0.506497520129303	0.314012542054018	-0.254795099685687
CHORDC1	-0.079915216219265	0.715209560857718	-0.0116329933908645
CHP1	-0.415342916998907	0.00503587691939071	-0.954426828068699
CHPF	0.239538020264991	0.511069896562046	0.0698300516730482
CHPF2	0.132761786192489	0.250194825614843	0.0798856445466616
CHRAC1	-0.317569922666777	0.0022932855107469	-0.838239108441716
CHRD	-0.909628439388525	0.000678914501779491	-2.88187109955311
CHRM3	-0.628786604576764	0.186066913179484	-0.459222253620259
CHRM5	-0.403606176437899	0.0848386012853972	-0.432426280960542
CHRNA10	-0.415465538405508	0.0138148867323521	-0.77262159840958
CHRNA1	0.675410337437594	0.0304263829149191	1.02442840875584
CHRNA4	-0.335293305801047	0.597609763717689	-0.0749656537341851
CHRNA5	0.907776316104489	0.00886697809380836	1.8629606734023
CHRNB1	-0.270319822567995	0.00542246034559598	-0.612491631260147
CHRNB2	-0.175030369748852	0.285058562582775	-0.095403087613553
CHRNB4	0.0633509515743089	0.977504812455003	0.000625976821955694
CHRNE	-0.133877952684467	0.747907354939419	-0.0168889977127902
CHST12	0.305001237025294	0.0145911917194059	0.559954588088152
CHST14	0.107000141304236	0.715209560857718	0.0155756562454708
CHST15	0.578235835594352	0.0042933594017448	1.36880146290802
CHST5	-0.071440950394515	0.378374701981565	-0.0301536468950245
CHTF18	-0.492006691799206	0.00479701710350507	-1.14097765514894
CHTF8	0.0165702754515888	0.712273755801585	0.00244168074691072
CHUK	-0.0753463706056841	0.479954499308671	-0.0240204178782081
CHURC1	0.0389710214134571	0.923013583943207	0.00135587616976623
CIAO1	-0.338111686245852	7.4354787853962e-07	-2.07218206916485
CIAPIN1	0.0413458834138845	0.834515113014333	0.00324837215361621
CIB1	-0.194997727727624	0.276625819077255	-0.10882965281962
CIB2	0.325234031018818	0.332601871181702	0.155486360792637
CIC	0.0898457286376206	0.460737520370806	0.030237258265743
CIDEC	-0.305034735417669	0.55961838817901	-0.076901704309954
CIDECP	-0.540233533202325	3.90092501808894e-05	-2.38179910336083
CIITA	0.841368367013736	0.000450153146692625	2.81575678751056
CINP	-0.514558881971076	0.000669321121839371	-1.6333979470575
UBE2V1	-0.290146019175261	0.00304552650245469	-0.730105342437294
CIRBP	-0.119340014741639	0.360299872426979	-0.0529077118450129
UTP4	0.0133158193124561	0.736611592394268	0.00176782748966007
CISD1	-0.436484249681006	0.00190317612831992	-1.18746457542486
CISD2	-0.460256291931866	1.29345855344077e-05	-2.24984666053043
CISD3	-0.81708946903939	1.35305294831157e-07	-5.61233034964559
CISH	-0.361091554903546	0.108761511069292	-0.347920656378934
CIT	-0.451085986138016	0.0219112335249091	-0.748501940452562
CITED1	0.590843301868361	0.189948890553511	0.42621263780769
CITED2	-0.191583684208453	0.255104578414964	-0.113663102853697
CITED4	0.190966226263973	0.582437249901749	0.0448294853514725
CIZ1	-0.245078044229272	0.0115432523340069	-0.474880817703989
CKAP2	-0.299783106298053	0.0702195089714909	-0.345812467493097
CKAP2L	-0.701761513013537	0.0102888343040232	-1.39484492160731
CKAP4	0.216337858616704	0.386599140949411	0.0892910963798782
CKAP5	-0.281935746094854	0.000543805486074185	-0.920395148653663
CHKB	0.891377814821628	0.0562624690423443	1.11402724666512
KLF5	-0.288371982812391	0.0205842072484761	-0.486329502308926
CKM	0.74140701416168	0.00115021804134758	2.17915819420222
CKMT1A	0.00525978609835942	0.960350037130397	9.24167691808335e-05
CKS1B	-0.45710960362529	0.00241949131710396	-1.19592485430452
CKS2	-0.573201583250293	0.00190317612831992	-1.55940695496942
CLASP1	0.0834502237455749	0.544726660028884	0.0220159522679812
CLASP2	-0.164846376900303	0.0240747302425146	-0.266793734574098
CLCC1	-0.315760157871396	0.00183160174152998	-0.864288900469485
CLCN1	-0.885583623257071	0.0428665529584537	-1.21137340017719
CLCN2	-0.226097576779585	0.0587868034899269	-0.278262844460323
CLCN3	0.143036309072669	0.460737520370806	0.0481383576536317
CLCN4	-0.0739515085958924	0.605159981036009	-0.016131027735556
CLCN5	-0.415080786043897	0.00503587691939071	-0.953824470821977
CLCN6	-0.420853356957537	0.000854428292811075	-1.29131461522925
CLCN7	-0.318423601298981	0.0258894806401669	-0.505298981438281
CLCNKA	0.850138491203059	0.0490290887170735	1.11329561254335
CLDN1	-0.387816109344537	0.791784767643541	-0.0393217834959645
CLDN12	-0.349891073991543	0.00926877638431288	-0.711320714245392
CLDN16	0.319605916792775	0.364260993300276	0.140175106487062
CLDN2	-0.558730939802755	0.334514338714843	-0.265724200269987
CLDN23	-0.584854576323742	0.00264776535009272	-1.50724072138796
CLDN3	-0.906020684522689	0.0219112335249091	-1.50339017680744
CLDN7	0.675801341340436	0.0264127756514748	1.06654018695731
CLDN9	-0.519697345614676	0.12455163476903	-0.470144498833181
CLDND1	-0.123963905692454	0.130503175807836	-0.109631064985373
CLDND2	-0.695641210497632	0.0316764251417625	-1.04294971030796
CLEC10A	0.844889033499199	0.00235438309403161	2.22047219105119
CLEC12A	0.961330212254903	0.000971620731089392	2.89601036701262
CLEC16A	0.074744523064345	0.670324931300886	0.0129842169931718
CLEC18A	0.242040304525592	0.504019270293759	0.0720197845439261
CLEC18B	0.0827292948854659	0.766947063458425	0.00953327812040911
CLEC1A	0.74667916643877	0.000166437260999671	2.82151348193121
CLEC2D	-0.120469121826263	0.280041773698817	-0.0665925814791285
CLEC4A	0.962517543480184	3.1018581363101e-07	6.26442807058632
CLECL1	0.838373047314671	0.0481174549286061	1.10472194428067
CLGN	-0.899699178829304	0.0476548984528054	-1.1893055531589
CLIC1	0.0625669674258038	0.917879050352361	0.00232840105933155
CLIC2	0.740329628055033	9.9320459302866e-05	2.96351083608754
CLIC4	0.423337445363295	0.00183160174152998	1.15874611175493
CLINT1	0.0487005045095361	0.388743408835412	0.019983617038509
CLIP1	-0.184859162255308	0.0915676632760577	-0.191931479771115
CLK1	-0.280046730311562	0.0636777277898764	-0.334939373768464
CLK2	-0.408099753962753	6.37045580048551e-05	-1.71231698383087
CLK2P1	-0.345122366772403	0.0032087975440394	-0.860617041624893
CLK3	-0.183343276512039	0.0604051300318374	-0.223481919016009
CLK4	-0.165270159248919	0.376404956686377	-0.0701315105597808
CLMN	-0.437784818012641	0.0150972622998793	-0.797250719855564
CLN3	-0.523189544536183	0.00133851573758455	-1.50332055185596
CLN5	-0.0684494924251634	0.234191326308901	-0.0431525583278148
CLN6	-0.545519588498363	1.95344290821324e-06	-3.11448004027009
CLN8	0.327296637023343	0.0463132252764914	0.436710257612248
CLNS1A	-0.250941903806838	0.0774037664050176	-0.278856155810015
CLOCK	0.664049022973962	0.00634579640543341	1.45925693545321
HEXIM1	-0.358869208915134	9.12417585738725e-06	-1.80863131892092
CLPB	-0.315954428963622	0.0301489068164944	-0.480480882876173
CLPP	-0.504814691375255	0.00031061744211451	-1.77077593048221
CLPTM1	-0.303035053777085	0.0025804329817824	-0.78434787694199
CLPTM1L	-0.256471125954897	0.0332487207530084	-0.379122045437986
CLPX	-0.297516919871974	0.0105302852542906	-0.588357519622618
CLSPN	0.0352719344002752	0.97280349802336	0.000422377055715752
CLSTN1	0.382977471200666	0.182211327063418	0.283182974502228
CLSTN3	-0.261798377289006	0.0295526909639956	-0.400395215153239
CLTA	-0.355310725811485	0.00515794206688137	-0.812781649340822
CLTB	0.0750969932463934	0.610097333727143	0.0161158803085003
CLTC	-0.16653478290598	0.153004435101743	-0.135775139068913
CLTCL1	-0.585198470701223	0.0104134149568168	-1.16010144251423
CLU	-0.459939281031484	0.200571812698643	-0.320913480766971
CLUAP1	-0.0135592605353988	0.783397521267535	-0.00143752306553491
CLUL1	-0.65661346508471	0.0513174678271781	-0.846857223781816
CLVS1	-0.549781653312066	0.276625819077255	-0.306837147046779
CLYBL	-0.701532102134996	0.00994883742550585	-1.40462698341602
CMAHP	0.451423660683009	0.125491405023326	0.40690697604097
CMAS	-0.422729817756171	0.000166437260999671	-1.59739006205575
GNAQ	-0.834202455435503	1.30431276980845e-10	-8.24577281833071
CMIP	0.440721789032068	3.97097753329725e-05	1.93966179838534
CMPK1	-0.0313869860452023	0.750723404898743	-0.00390830888832551
CMPK2	0.366550309861142	0.234191326308901	0.231084016344681
CMTM1	0.890919333871489	7.59984028187405e-06	4.56079027577686
CMTM4	0.556664569569899	0.0223889874254235	0.918477361347404
CMTM6	-0.000570184537405538	0.728340880692036	-7.84946328423457e-05
CMTM7	0.654000247920265	0.00760949840638114	1.38559368135944
CMYA5	-0.104378106908815	0.794409491889627	-0.0104331737326644
GTSE1-DT	0.283220604532801	0.501822213891512	0.0848104434241069
CNBP	-0.458272519864399	3.03959735274595e-08	-3.44491882756718
CNDP1	-0.220567888198718	0.876261400400561	-0.0126531677690622
CNDP2	-0.233296388387537	0.135631377820852	-0.202417237923277
CNGA4	-0.122899625453102	0.683455999441561	-0.0203140102501026
CNIH1	-0.495579936348697	0.000506360663558751	-1.63320352310258
CNIH4	-0.577923085892408	0.0191060466954509	-0.993351055255216
CNIH4	-0.451811026401941	0.0022932855107469	-1.19257412281041
CNKSR3	-0.080311894442164	0.993639909287968	-0.000222542130632832
CNN2	0.218727569164278	0.14638545051724	0.182528612810283
CNN3	-0.0822017046105286	0.725539256238933	-0.0114539102669429
CNNM2	-0.556816787329836	2.54286927222861e-05	-2.55839271028511
CNNM3	-0.573599396961834	3.23673872847127e-07	-3.72259834157598
CNNM4	0.166357767327806	0.753441854604126	0.0204537303933171
BLOC1S4	-0.32072096345669	0.00491512492406482	-0.740373259879779
CNOT10	-0.578449255067279	9.00614168201241e-10	-5.23234030741314
CNOT1	-0.228488405454819	0.00666132931995475	-0.497291098465417
CNOT2	0.0622394238371557	0.633223251841043	0.012350987090368
CNOT3	-0.209416607410797	0.0155986824717644	-0.378397398180916
CNOT4	-0.259254769213812	0.000470589891904099	-0.862633276266127
CNOT6	0.091166041561754	0.850893665475049	0.00639299217717923
CNOT6L	0.29796595876405	0.0164549927112992	0.531482567679256
CNOT7	-0.187453056510911	0.288745864088093	-0.101127967433657
CNOT8	-0.0326025802647423	0.407947295999866	-0.0126953124265115
CNP	-0.338309352487755	0.000158876731067088	-1.28521683156484
CNPY2	-0.689360716175989	5.90765534534115e-07	-4.29374171262218
CNPY3	-0.57179771811753	0.000158876731067088	-2.17222505429145
CNPY4	0.318784969626304	0.0116756148731665	0.616122162653754
CNR1	-0.973960836569352	0.0517992013706936	-1.25219898420787
CNST	-0.390356225414054	0.00717094223217445	-0.837089170919798
CNTD1	-0.306675688189461	0.0626179652111444	-0.369023177305582
CNTD2	-0.236967707742164	0.66504277391091	-0.041978929201463
CNTF	0.129381221429995	0.587480302461608	0.0298879277373854
CNTLN	-0.92622830764242	5.79006220595009e-07	-5.7771793564527
CNTNAP2	0.764314901698651	0.496903167433123	0.232144016002224
CNTNAP3	-0.265359699670153	0.828908322789445	-0.0216250906153416
CNTROB	-0.00878415117885711	0.51331932432203	-0.00254399898245309
COASY	-0.607539069440047	2.33345223844494e-06	-3.42166069760519
COBL	-0.787079152751893	3.41016017680266e-05	-3.5160598425023
COBLL1	-0.637203524387391	0.00896592645286873	-1.3046135722211
NELFB	-0.262066848659831	0.00308340445356285	-0.658041865164769
COCH	-0.128998977769776	0.649521773869728	-0.0241752192604287
COG1	-0.4316675200732	8.18850859963957e-06	-2.19580426502001
COG2	-0.209249353297181	0.0458840463454328	-0.280046421727152
COG3	-0.383475300179107	0.0135137976236398	-0.716800693477746
COG4	-0.248557468452604	0.0962860922989517	-0.25264286798718
COG5	0.104073981736047	0.527640778306911	0.0288973532533599
COG6	0.062924183682922	0.475242457944944	0.0203298452000887
COG7	-0.156830550250202	0.122611357301914	-0.14294623184306
COG8	-0.223538925955137	0.0301489068164944	-0.339942000029638
COIL	-0.444418297220868	4.31097502335528e-07	-2.82891111441183
COL11A2	0.195752632304287	0.149719766150284	0.161441279239456
COL18A1	-0.360665841397292	0.100216636923021	-0.360326878779394
COL21A1	0.429639517437935	0.223499622334722	0.279576404380665
COL24A1	-0.115250835114547	0.842896739302035	-0.00855456540684657
COL27A1	-0.0118765254670333	0.791784767643541	-0.00120419485381434
COL4A3BP	-0.0356922918014937	0.518013712231688	-0.010195815245961
COL4A5	0.992062238728758	0.175989396135174	0.748524350853038
COL4A6	0.0628524004586337	0.967905251481368	0.000890439625285605
COL5A3	-0.0590182791111966	0.691219844308506	-0.00946557599966647
COL7A1	-0.412022830378287	0.214954871196403	-0.275088158739218
COL9A3	-0.520018065637541	0.222138731159852	-0.339767174471003
COLEC12	0.533111163548694	0.117825833087464	0.495132047508105
COLQ	-0.21570121919026	0.245289756771891	-0.131646894804444
COMMD10	-0.599619629895251	1.21495620196952e-07	-4.14663320021463
COMMD1	-0.530773297212797	0.000174594602631763	-1.99462969571972
COMMD2	-0.297768489391936	0.000161337077032642	-1.1292172632536
COMMD3	-0.474656549855775	3.63101286526625e-06	-2.58211844160576
COMMD4	-0.85367408136592	1.87991825371402e-09	-7.44904140332428
COMMD5	-0.37038118068931	0.00634579640543341	-0.813917780138679
COMMD6	-0.275429536278402	0.0841794589226622	-0.296029977230546
COMMD7	-0.199609171968948	0.115000195961065	-0.187493178596651
COMMD8	-0.0077974034031929	0.901215060300752	-0.000352220870574168
COMMD9	-0.485933788867999	4.90647465419318e-06	-2.57993446382182
COMT	0.0128728242528604	0.941482162713302	0.00033711228183946
COMTD1	0.198995727798303	0.64388470436207	0.0380463696094203
COPA	-0.418999664457974	3.02305771982192e-05	-1.89369142542268
COPB1	-0.103206045307764	0.106195217622361	-0.100511855701592
COPB2	-0.175129675097404	0.0028961782153431	-0.44450971361432
COPE	-0.377695079210689	0.0124940352712829	-0.718866014042985
COPG1	-0.289794592653343	0.000128863408148533	-1.12726340419423
COPG2	0.0782772375671901	0.549493009260986	0.0203550428677783
COPS2	-0.216701276439421	0.00364292699346733	-0.528436796289272
COPS3	-0.286988003555398	0.00503587691939071	-0.659476877338605
COPS4	0.00147688367113097	0.815759847735863	0.000130612157777289
COPS5	-0.36590531754182	0.00185498573367472	-0.999528709726272
COPS6	-0.534514121223012	9.28942355548079e-06	-2.68968106316197
COPS7A	-0.287929374330457	0.00141213450954553	-0.820634400970398
COPS7B	-0.241973393918262	0.00183160174152998	-0.662322061093158
COPS8	0.0258419923861144	0.917879050352361	0.000961697920207191
COPZ1	-0.354020905069323	0.000424307783844069	-1.19387142495621
COPZ2	0.136729382329857	0.808260019468504	0.0126404814069482
COQ10B	-0.123717544402339	0.342361245952936	-0.0575924223881422
COQ2	0.00373699005178901	0.915365408341765	0.000143520984837947
COQ3	-0.67254473979311	3.43656113282274e-06	-3.67470101294196
COQ4	-0.339504905427305	0.0557463548616569	-0.425665657069701
COQ5	-0.653663987882851	1.50935321637165e-08	-5.11244274046818
COQ6	-0.183043061809475	0.167251911730578	-0.142156533473429
COQ7	-0.292883264145245	0.00485180714027782	-0.677760127886423
COQ9	-0.149328355313121	0.374412487443993	-0.0637108942712764
CORIN	0.0197650821340369	0.376404956686377	0.00838720718064057
CORO1B	-0.169256409871168	0.0901205908242782	-0.176902732320909
CORO1C	0.24203142116632	0.0264127756514748	0.381970590156365
CORO2A	-0.667777306901812	0.00108712238365378	-1.97910600315938
CORO7	0.262736179326664	0.0261528555622799	0.415774981509536
COX10	-0.0663820557389962	0.491900773208967	-0.0204538046230135
COX11	-0.553756551231815	2.39558588537537e-09	-4.77370722135325
COX15	-0.332232786165263	0.000412300091633852	-1.12453707228616
COX16	-0.400651904755188	0.00076071032488145	-1.2495454236268
COX17	-0.801887729557532	1.30696804914331e-08	-6.32187038307088
COX18	-0.00377235430228862	0.957645777846647	-7.0901782950666e-05
COX19	-0.0481475314356783	0.791784767643541	-0.00488181579197093
COX4I1	-0.192985444532319	0.35234413287177	-0.0874287663719676
COX4I2	-0.412359238747596	0.187349250252199	-0.29992868430898
EMC8	0.0120753756102743	0.970596890772808	0.000156510202083564
COX5A	-0.381556732189099	0.00649971665565184	-0.834504856260534
COX5B	-0.621243613731742	0.000124867074820171	-2.42505678944777
COX6A1	-0.584969623036986	7.29203106899386e-05	-2.42010794733244
COX6A2	-0.753604596955694	0.130503175807836	-0.666472019259349
COX6B1	-0.529309839623755	0.00355662728362333	-1.29625949517517
COX6C	-0.621263410428609	0.00293233923318249	-1.57352713712824
COX7A2	-0.587827496563945	0.000161337077032642	-2.22919812062937
COX7A2L	-0.242828943074451	0.00583039808244546	-0.542553142631044
COX7B	-0.418563643348379	0.0154275213194979	-0.758313361929259
COX7C	-0.552240542572439	0.000612434898811914	-1.77431576726564
COX8A	-0.423560778894379	0.00316724446054202	-1.05861325445936
CCP110	-0.0352158927591493	0.683455999441561	-0.00582081518831687
CYP2A6	0.436875246424152	0.0702195089714909	0.503954038031702
CPB1	0.684047687250942	0.306571687116837	0.351236567864434
CPD	0.124654570731622	0.479954499308671	0.0397398687598673
CPE	0.228864637114108	0.515829772543185	0.0657971172846323
CPEB2	-0.00306077911681796	0.977504812455003	-3.02438516966343e-05
CPEB3	-0.271238781616395	0.278264041723856	-0.150684782350166
CPEB4	-0.148139650499669	0.707071698240398	-0.0223004312809001
CPLX1	0.462844585435005	0.269918467423701	0.263250911757526
CPM	-0.155084442167408	0.435947169300005	-0.0559181983699884
CPNE1	-0.271422727503202	0.0721193012891947	-0.309950773685184
CPNE2	0.825873389753485	1.57236551176642e-07	5.61878541516023
CPNE3	-0.160231742275382	0.132503436938265	-0.14064707414157
CPNE8	0.0960150633830207	0.482144773729949	0.0304197359201171
CPOX	0.224668547348965	0.750723404898743	0.027975737436738
CPOX	-0.345995742178786	0.00164006108284471	-0.963646573302822
CPPED1	-0.858336344977825	1.35401991174339e-09	-7.61204853963569
CPSF1	-0.227435016032325	0.0467362625830475	-0.302567268460764
CPSF2	-0.0139338665649571	0.685950140927035	-0.00228107776870915
CPSF3	-0.578938221007201	7.73850891816594e-07	-3.53808987798202
INTS11	-0.485123872191555	2.92221237135032e-05	-2.19969146132894
CPSF4	-0.479461394965864	9.62687521022263e-05	-1.9257637207076
CPSF6	-0.000674402214992709	0.8588799713082	-4.45560849908369e-05
CPSF7	-0.380372412236784	3.90092501808894e-05	-1.67699821415837
CPT1A	-0.298400758655365	0.0552837226332416	-0.375209925766842
CPT1B	-0.311355626557917	0.112360039349131	-0.295597332132872
CPT2	-0.319646191042117	0.0978199718478873	-0.322705993498538
CPVL	0.169234318659449	0.54722352872142	0.0443115080572529
CRADD	-0.624202453942901	0.00023803840864784	-2.26170581024152
CRAMP1	0.11455235338986	0.542425653013441	0.0304319529432934
CRAT	-0.762626297175697	1.0941068444035e-06	-4.54596980209102
CRB3	-0.322815016414866	0.649521773869728	-0.0604975631381842
CRBN	-0.279578259909157	0.00226210412712637	-0.73962076611243
CRCP	-0.211466533505841	0.0199282582286163	-0.359605323343436
CREB1	0.160912089432776	0.0547860048528254	0.202963305038912
CREB3	-0.0174955785661206	0.789056892891779	-0.00180014950604486
CREB3L2	-0.127078077677356	0.261716135952243	-0.0739809809890805
CREB3L4	-0.908861924305199	5.64910518895995e-09	-7.4963116364881
CREBBP	-0.0418630370819165	0.856383184465994	-0.002818716524318
CREBL2	-0.0865627146035288	0.422951557747827	-0.0323492976418676
CREBZF	0.000978658282963202	0.745338806052638	0.000124922076142497
CREG1	-0.278147074938737	0.138754387307306	-0.238581564718981
CRELD1	-0.664852947798314	7.04905202863397e-08	-4.75494137568146
CRELD2	-0.319617199484451	0.0572612088418439	-0.397009144467138
CREM	0.053012772458735	0.562023321541471	0.0132662163760818
CRHR2	-0.260875285145195	0.424920796681278	-0.0969652598612776
CRIPAK	-0.268477042158529	0.0653551777577471	-0.318070121327353
CRIPT	-0.479899905293218	1.57982810736278e-05	-2.30418668485089
CRK	0.301216613098918	0.0240747302425146	0.487500584699072
CRKL	-0.385412122644699	1.469649911733e-05	-1.86261435182347
CRLF3	0.0437135778535391	0.62814888875043	0.00882740643980242
CRLS1	-0.884889848035177	4.19074168656555e-08	-6.52845989129367
CRNKL1	-0.413907625286855	3.1700357804721e-07	-2.68995909870196
CROCC	0.110094146338781	0.49944948525433	0.033194313229116
CROCCP2	-0.951272203714092	2.77863012773279e-09	-8.13924598701696
CROCCP3	-0.113612093253668	0.56961683524767	-0.0277687478376433
CROT	-0.511975456897032	0.00418724441636663	-1.21751433893793
CRTAM	0.879794687117527	0.00173352048554033	2.42917561572228
CRTAP	-0.207868100231313	0.0626179652111444	-0.250127903064963
CRTC1	-0.0249545944340577	0.65729410726297	-0.00454773180818245
CRTC2	-0.536334265558962	2.15845735111903e-06	-3.0387929997781
CRTC3	0.351382415614166	0.000257456100906432	1.26121578425883
CRY1	0.0302883291414634	0.985708401771609	0.000189348752131241
CRY2	-0.54230094360181	0.00485180714027782	-1.25493669964774
CRYBB1	0.692054200741343	0.0450034948355533	0.932026596222451
CRYBB2	0.822994135034615	0.0313523142227801	1.23756129729884
CRYBB3	0.301118303146033	0.429282385970494	0.110587783832403
CRYGS	-0.555704205745964	0.00164006108284471	-1.54771399863168
CRYM	-0.968668996314707	0.0182990648394824	-1.68313125734575
CRYZ	-0.506988849418948	0.0154275213194979	-0.918513647740634
CRYZL1	-0.0489350150791628	0.306571687116837	-0.0251265621756194
CS	0.0744386168532323	0.941482162713302	0.00194939132947382
CSAD	-0.305984788187145	0.31964793294615	-0.151562863656047
CSAG3	-0.952350603624305	0.178413852335321	-0.712902452584386
CSDE1	-0.228034530025859	0.00562232588836608	-0.51309684400918
CSE1L	-0.418846196787133	1.41655592396827e-05	-2.0308873135475
CSF1	0.842352648811112	0.00031061744211451	2.95478285592099
CSGALNACT2	0.342945733111815	0.000650287328144623	1.09293194226301
CSK	-0.127601528589862	0.0978199718478873	-0.128822989947964
CSMD2	0.637785237108508	0.0441372563643058	0.86432315183485
CSNK1A1	-0.0266189463568756	0.780824230042621	-0.00286011843281021
CSNK1A1P1	-0.172952355666139	0.358301269177217	-0.0770937985097592
CSNK1D	-0.320543860255901	7.6693508432094e-05	-1.3191153624712
CSNK1E	0.289251416014322	0.014121907347513	0.535145966032857
CSNK1G1	-0.144116316564125	0.0352350436084982	-0.209404637776874
CSNK1G2	-0.0532631833739965	0.925692937480114	-0.00178607697431836
CSNK1G3	-0.13749379333913	0.0939380932936206	-0.141227885409599
CSNK2A1	0.080729107616567	0.649521773869728	0.0151291421922144
CSNK2A3	0.382542159776133	0.0412773224790954	0.529548705538044
CSNK2A2	-0.0813203933698303	0.332601871181702	-0.0388772724173167
CSNK2B	-0.649476547924381	2.8509377000072e-07	-4.25083197718311
CSPG5	-0.602890904367995	0.0292505174467495	-0.924754129272165
CSPP1	0.263949975588511	0.332601871181702	0.126187966883417
CSRNP1	0.312576994567269	0.076710919283925	0.348567988922516
CSRNP2	0.471329199465087	1.69506208602549e-05	2.24862412724127
CSRP1	0.551750808245448	0.0428665529584537	0.754729689079606
CSRP2	-0.235875981116348	0.403368838106276	-0.0930053464263507
KAT14	-0.277817974081514	0.00124986283291555	-0.806543819384066
CST3	-0.0986790495966057	0.539899149336366	-0.0264151339581921
CST7	0.421221633916826	0.219234730808104	0.277623238181794
CSTA	-0.349837679886978	0.154169120340711	-0.284069107601335
CSTB	-0.475864045910148	0.00304552650245469	-1.19743459924212
CSTF1	-0.492797920172982	7.59064878506057e-09	-4.00138167177772
CSTF2	-0.293872209260097	0.00971092359888075	-0.591488192567246
CSTF2T	-0.301953914137549	8.46889934225039e-05	-1.22960858513469
CSTF3	-0.624716201731073	1.09126398499716e-07	-4.34931803752805
CTAGE1	-0.519871755712425	0.00355662728362333	-1.27314598968089
CTAGE4	0.0442824588862791	0.600150920599599	0.00981917132754549
MIA2	-0.508894582384403	0.000355189872781602	-1.7554519252952
CTAGE6	0.0758688622669874	0.957645777846647	0.00142596298600702
CTAGE9	0.153534401851948	0.912676239384091	0.00609274493457778
CTBP1	-0.267680846976529	0.00937758849633851	-0.542832352862741
CTBS	-0.196343194417966	0.115000195961065	-0.184425441246615
CTCF	-0.0254727241218069	0.747907354939419	-0.00321344008333978
CTCFL	-0.465441305503354	0.000729481225237904	-1.46008280385668
CTDP1	-0.0762365694010868	0.530143366783284	-0.0210113068851036
CTDSP1	-0.433251871648868	2.94721139251979e-06	-2.39613791109901
CTDSP2	-0.0857298032854037	0.431519291042022	-0.0312913597165154
CTDSPL	0.449479614788959	0.00308340445356285	1.12862960569726
CTDSPL2	0.052556694956134	0.518013712231688	0.0150132794691722
CTLA4	0.724367635901346	0.229523853699014	0.462995635823853
CTNNA1	-0.20656727797072	0.0289478854491609	-0.317779620723116
CTNNA3	-0.825979679675314	0.0481174549286061	-1.08839123656221
CTNNAL1	-0.54741427849169	0.0019818679025934	-1.47961990067673
